vessel_id,ship_type,fuel_type,displacement_tons,cargo_load_pct,speed_knots,distance_nm,weather,power_kw,voyage_hours,fuel_kg,co2_kg,cost_usd
V0023,Bulk Carrier,HFO,34360.5,0.958,10.39,400.9,Calm,6648.4,38.6,34113.68,106093.55,18762.53
V0023,Bulk Carrier,HFO,25628.2,0.531,10.79,142.6,Stormy,6141.1,13.22,6963.37,21656.08,3829.85
V0023,Bulk Carrier,HFO,169788.3,0.492,14.89,156.4,Calm,51273.9,10.5,42571.94,132398.74,23414.57
V0023,Bulk Carrier,HFO,51219.9,0.776,12.84,460.6,Moderate,16416.5,35.86,60677.54,188707.14,33372.65
V0023,Bulk Carrier,HFO,148093.4,0.609,13.09,438.9,Stormy,35958.1,33.53,86648.07,269475.49,47656.44
V0023,Bulk Carrier,HFO,56148.6,0.862,12.19,475.6,Calm,14614.0,39.02,48555.02,151006.11,26705.26
V0023,Bulk Carrier,HFO,49249.4,0.661,11.6,343.9,Moderate,11503.7,29.64,39135.92,121712.7,21524.75
V0023,Bulk Carrier,HFO,135505.1,0.464,10.84,471.5,Calm,16944.0,43.48,43055.2,133901.68,23680.36
V0023,Bulk Carrier,HFO,103127.9,0.692,12.54,246.5,Stormy,25314.0,19.66,60200.21,187222.66,33110.12
V0023,Bulk Carrier,HFO,87482.6,0.783,10.33,316.8,Calm,11768.5,30.66,35056.77,109026.56,19281.23
V0024,Tanker,HFO,271607.7,0.789,12.85,77.1,Moderate,37329.6,6.0,18167.36,56500.5,9992.05
V0024,Tanker,HFO,142746.7,0.609,13.83,435.3,Moderate,29091.9,31.48,90578.78,281699.99,49818.33
V0024,Tanker,HFO,209759.9,0.887,15.76,216.9,Calm,56897.9,13.76,71216.67,221483.84,39169.17
V0024,Tanker,HFO,227557.6,0.479,12.76,147.0,Moderate,30258.3,11.52,42220.44,131305.58,23221.24
V0024,Tanker,HFO,197376.9,0.466,14.48,452.6,Calm,38601.7,31.25,73897.41,229820.94,40643.57
V0024,Tanker,HFO,67466.3,0.93,11.19,181.1,Moderate,10012.9,16.19,15917.35,49502.96,8754.54
V0024,Tanker,HFO,219743.3,0.488,11.05,211.0,Calm,18515.6,19.09,33347.47,103710.64,18341.11
V0024,Tanker,HFO,109791.6,0.442,10.76,297.6,Moderate,11079.7,27.65,20600.53,64067.66,11330.29
V0024,Tanker,HFO,240108.1,0.892,14.49,416.8,Calm,48387.6,28.77,106234.71,330389.96,58429.09
V0024,Tanker,HFO,124222.9,0.545,11.06,260.4,Calm,12850.7,23.55,26923.32,83731.51,14807.82
V0025,LNG Carrier,HFO,79096.3,0.622,14.79,247.5,Calm,24511.8,16.74,23682.29,73651.93,13025.26
V0025,LNG Carrier,HFO,113420.9,0.92,19.58,274.1,Moderate,80278.0,14.0,72360.87,225042.3,39798.48
V0025,LNG Carrier,HFO,102946.2,0.677,19.34,458.9,Moderate,68839.3,23.73,201725.31,627365.72,110948.92
V0025,LNG Carrier,HFO,61106.4,0.741,16.86,272.4,Calm,31437.8,16.16,59232.18,184212.08,32577.7
V0025,LNG Carrier,HFO,118562.9,0.909,14.65,151.3,Moderate,34565.7,10.33,25133.88,78166.38,13823.64
V0025,LNG Carrier,HFO,121103.8,0.561,19.34,191.5,Calm,71867.7,9.9,91785.52,285452.96,50482.04
V0025,LNG Carrier,HFO,125716.4,0.502,16.07,300.7,Calm,41681.2,18.71,46410.74,144337.4,25525.91
V0025,LNG Carrier,HFO,64056.2,0.809,19.7,231.3,Moderate,54545.3,11.74,47561.68,147916.81,26158.92
V0025,LNG Carrier,HFO,72282.4,0.484,18.87,169.1,Stormy,51149.5,8.96,33253.67,103418.9,18289.52
V0025,LNG Carrier,HFO,117013.2,0.559,15.41,174.3,Stormy,39082.1,11.31,48230.24,149996.06,26526.63
V0026,LNG Carrier,HFO,114305.4,0.528,18.63,220.2,Moderate,63812.4,11.82,68420.34,212787.27,37631.19
V0026,LNG Carrier,HFO,99981.7,0.711,19.96,67.4,Calm,71972.0,3.38,25282.88,78629.75,13905.58
V0026,LNG Carrier,HFO,66232.9,0.513,16.37,386.2,Calm,28836.6,23.59,47202.16,146798.72,25961.19
V0026,LNG Carrier,HFO,88703.4,0.814,16.88,437.8,Moderate,42681.6,25.94,110110.46,342443.53,60560.75
V0026,LNG Carrier,HFO,88829.0,0.838,16.42,465.5,Calm,38024.7,28.35,95622.31,297385.39,52592.27
V0026,LNG Carrier,HFO,66845.2,0.678,16.81,140.3,Calm,32607.6,8.34,28001.12,87083.49,15400.62
V0026,LNG Carrier,HFO,115724.2,0.564,19.45,411.2,Calm,70937.9,21.15,133504.43,415198.79,73427.44
V0026,LNG Carrier,HFO,69452.7,0.908,19.66,230.9,Calm,56228.9,11.74,64739.71,201340.51,35606.84
V0026,LNG Carrier,HFO,62458.2,0.527,14.97,337.7,Moderate,22125.0,22.55,47250.0,146947.51,25987.5
V0026,LNG Carrier,HFO,119569.8,0.92,19.09,152.4,Calm,74107.1,7.99,38596.43,120034.9,21228.04
V0027,Tanker,MDO,233990.9,0.837,10.77,401.4,Stormy,21244.4,37.27,86321.42,277091.75,60424.99
V0027,Tanker,MDO,266086.5,0.85,13.16,385.1,Moderate,40074.5,29.26,87522.04,280945.76,61265.43
V0027,Tanker,MDO,57407.1,0.75,11.43,276.3,Moderate,9236.1,24.17,17955.81,57638.15,12569.07
V0027,Tanker,MDO,241395.1,0.807,15.48,161.0,Moderate,60497.1,10.4,49848.93,160015.05,34894.25
V0027,Tanker,MDO,76845.8,0.951,14.77,482.3,Moderate,25255.0,32.65,130549.22,419063.0,91384.45
V0027,Tanker,MDO,121813.9,0.456,13.83,263.3,Stormy,26729.3,19.04,45513.55,146098.48,31859.48
V0027,Tanker,MDO,265773.2,0.988,11.7,404.5,Calm,27836.5,34.56,84054.69,269815.54,58838.28
V0027,Tanker,MDO,107863.1,0.795,14.62,201.6,Moderate,29726.3,13.79,28526.74,91570.83,19968.72
V0027,Tanker,MDO,31724.0,0.697,11.32,370.4,Moderate,5974.9,32.71,13919.68,44682.18,9743.78
V0027,Tanker,MDO,120775.9,0.967,15.19,63.9,Calm,35819.6,4.21,11031.01,35409.55,7721.71
V0028,Container Ship,HFO,194655.7,0.719,21.46,448.6,Calm,2420053.7,20.9,4025776.11,12520163.69,2214176.86
V0028,Container Ship,HFO,76683.0,0.826,16.31,62.2,Stormy,642291.5,3.82,228989.75,712158.11,125944.36
V0028,Container Ship,HFO,171359.0,0.784,19.32,264.3,Calm,1643973.2,13.68,2653139.18,8251262.86,1459226.55
V0028,Container Ship,HFO,198731.2,0.485,22.12,207.3,Moderate,2648655.5,9.37,1710134.98,5318519.78,940574.24
V0028,Container Ship,HFO,201549.6,0.527,23.22,199.5,Calm,3004123.6,8.59,3062533.18,9524478.2,1684393.25
V0028,Container Ship,HFO,52821.0,0.48,14.71,495.4,Calm,309547.5,33.67,731822.65,2275968.43,402502.46
V0028,Container Ship,HFO,140245.6,0.783,21.74,333.9,Stormy,2256493.8,15.36,2947031.85,9165269.05,1620867.52
V0028,Container Ship,HFO,165422.4,0.502,18.47,205.7,Calm,1318587.8,11.14,1064386.62,3310242.4,585412.64
V0028,Container Ship,HFO,79533.7,0.598,15.54,160.9,Moderate,511760.0,10.35,569366.11,1770728.6,313151.36
V0028,Container Ship,HFO,192717.8,0.53,14.78,394.3,Calm,752155.9,26.68,1472089.87,4578199.51,809649.43
V0029,RoRo,LNG,18850.6,0.773,18.55,180.4,Moderate,18798.9,9.73,23955.07,65876.44,14373.04
V0029,RoRo,LNG,28706.4,0.81,15.08,362.1,Moderate,13472.8,24.01,17619.16,48452.7,10571.5
V0029,RoRo,LNG,23405.2,0.665,17.27,89.0,Calm,16460.0,5.15,12824.18,35266.5,7694.51
V0029,RoRo,LNG,17111.9,0.684,20.64,295.6,Moderate,23799.4,14.32,38508.74,105899.03,23105.24
V0029,RoRo,LNG,28591.6,0.761,21.42,271.3,Moderate,38127.4,12.66,51146.24,140652.16,30687.74
V0029,RoRo,LNG,12155.5,0.696,18.13,266.7,Stormy,13613.8,14.71,19867.1,54634.53,11920.26
V0029,RoRo,LNG,38866.0,0.457,17.6,131.4,Calm,23299.0,7.46,12494.68,34360.36,7496.81
V0029,RoRo,LNG,22958.4,0.742,20.15,380.1,Calm,26258.1,18.86,34285.47,94285.05,20571.28
V0029,RoRo,LNG,38232.3,0.785,15.34,332.0,Calm,16415.0,21.64,22957.98,63134.46,13774.79
V0029,RoRo,LNG,32789.3,0.854,15.85,457.6,Moderate,17236.5,28.88,46187.15,127014.66,27712.29
V0030,Container Ship,HFO,84509.6,0.996,16.5,168.3,Moderate,695550.9,10.2,816521.72,2539382.56,449086.95
V0030,Container Ship,HFO,130086.9,0.522,20.39,437.0,Stormy,1669567.4,21.43,3817620.39,11872799.41,2099691.21
V0030,Container Ship,HFO,188239.0,0.991,17.03,247.9,Stormy,1377589.0,14.56,1699938.92,5286810.05,934966.41
V0030,Container Ship,HFO,181705.2,0.736,16.69,194.4,Moderate,1135374.1,11.65,1217961.9,3787861.52,669879.05
V0030,Container Ship,HFO,150967.4,0.598,18.08,387.1,Calm,1189826.1,21.41,2299135.26,7150310.66,1264524.39
V0030,Container Ship,HFO,65855.3,0.856,22.51,250.8,Calm,1395265.8,11.15,1041772.36,3239912.04,572974.8
V0030,Container Ship,HFO,34019.6,0.565,17.16,129.7,Moderate,388833.2,7.55,315669.18,981731.14,173618.05
V0030,Container Ship,HFO,40437.6,0.493,19.82,59.8,Moderate,660458.4,3.02,123994.02,385621.41,68196.71
V0030,Container Ship,HFO,114490.7,0.936,18.43,82.3,Moderate,1171185.4,4.47,490739.42,1526199.61,269906.68
V0030,Container Ship,HFO,63934.8,0.522,23.04,297.3,Calm,1363346.1,12.9,1364976.49,4245076.88,750737.07
V0031,LNG Carrier,MDO,101959.9,0.686,19.72,272.3,Calm,69875.1,13.81,118529.74,380480.47,82970.82
V0031,LNG Carrier,MDO,75709.1,0.411,14.28,208.5,Moderate,21215.1,14.6,15374.62,49352.53,10762.24
V0031,LNG Carrier,MDO,105080.7,0.827,17.66,399.5,Moderate,54925.3,22.62,137267.9,440629.96,96087.53
V0031,LNG Carrier,MDO,93251.6,0.534,17.62,160.5,Calm,45384.1,9.11,23143.0,74289.04,16200.1
V0031,LNG Carrier,MDO,88975.1,0.521,15.06,421.0,Stormy,30114.8,27.95,83219.84,267135.68,58253.89
V0031,LNG Carrier,MDO,61250.3,0.858,19.55,478.4,Calm,50297.2,24.47,91658.01,294222.21,64160.61
V0031,LNG Carrier,MDO,123413.2,0.91,19.82,297.6,Calm,84572.8,15.01,146582.07,470528.44,102607.45
V0031,LNG Carrier,MDO,103031.6,0.844,16.5,307.3,Calm,42673.2,18.62,50194.42,161124.08,35136.09
V0031,LNG Carrier,MDO,111084.7,0.587,19.09,262.6,Moderate,68321.0,13.75,67919.05,218020.15,47543.34
V0031,LNG Carrier,MDO,111318.7,0.678,16.21,128.7,Calm,41114.9,7.94,21901.45,70303.66,15331.02
V0032,Tanker,HFO,261379.3,0.771,12.27,433.3,Calm,30314.9,35.31,68818.73,214026.27,37850.3
V0032,Tanker,HFO,95920.9,0.453,14.16,494.3,Calm,22214.2,34.91,57230.6,177987.17,31476.83
V0032,Tanker,HFO,118427.4,0.571,10.43,263.9,Moderate,10921.3,25.31,15562.68,48399.92,8559.47
V0032,Tanker,HFO,257567.3,0.972,13.12,429.2,Calm,38275.9,32.71,104490.48,324965.39,57469.76
V0032,Tanker,HFO,56872.2,0.492,15.31,270.2,Calm,20011.3,17.65,26179.63,81418.64,14398.79
V0032,Tanker,HFO,38027.4,0.649,11.72,112.9,Calm,7114.8,9.63,5796.48,18027.06,3188.06
V0032,Tanker,HFO,101900.0,0.791,10.19,326.5,Calm,9313.4,32.03,16288.14,50656.12,8958.48
V0032,Tanker,HFO,28788.8,0.886,11.49,255.4,Calm,5861.0,22.23,11823.96,36772.5,6503.18
V0032,Tanker,HFO,170871.3,0.607,13.56,59.8,Moderate,30925.3,4.41,9924.19,30864.24,5458.31
V0032,Tanker,HFO,52579.0,0.761,14.7,474.1,Calm,17848.9,32.26,53034.2,164936.36,29168.81
V0033,RoRo,HFO,33626.7,0.425,19.06,468.1,Stormy,29302.6,24.56,54333.49,168977.16,29883.42
V0033,RoRo,HFO,26409.6,0.41,15.17,201.3,Stormy,12540.5,13.27,11168.46,34733.91,6142.65
V0033,RoRo,HFO,35279.6,0.685,16.59,265.9,Stormy,21192.2,16.03,30486.29,94812.35,16767.46
V0033,RoRo,HFO,38362.5,0.654,16.13,276.8,Calm,18580.6,17.17,32554.99,101246.01,17905.24
V0033,RoRo,HFO,25072.4,0.916,21.77,166.5,Moderate,37857.3,7.65,17666.7,54943.44,9716.68
V0033,RoRo,HFO,18384.6,0.986,20.84,225.5,Moderate,27410.8,10.82,23423.97,72848.54,12883.18
V0033,RoRo,HFO,19042.0,0.808,14.25,226.3,Calm,8308.0,15.88,15451.15,48053.07,8498.13
V0033,RoRo,HFO,30244.4,0.83,16.11,209.8,Calm,16416.0,13.03,15734.33,48933.76,8653.88
V0033,RoRo,HFO,20839.0,0.94,20.82,307.4,Calm,28295.3,14.76,27949.68,86923.5,15372.32
V0033,RoRo,HFO,11169.4,0.848,17.96,105.8,Calm,11751.6,5.89,6319.02,19652.15,3475.46
V0034,Container Ship,LNG,145241.1,0.605,21.1,371.1,Stormy,2030319.9,17.59,2762692.85,7597405.33,1657615.71
V0034,Container Ship,LNG,128641.8,0.408,19.33,130.1,Moderate,1299650.3,6.73,724207.29,1991570.04,434524.37
V0034,Container Ship,LNG,80269.1,0.564,14.4,98.7,Calm,390905.4,6.86,195894.8,538710.69,117536.88
V0034,Container Ship,LNG,66658.9,0.597,17.79,223.3,Calm,656234.9,12.56,660603.77,1816660.36,396362.26
V0034,Container Ship,LNG,34788.9,0.957,16.02,390.5,Stormy,369476.9,24.37,632286.34,1738787.44,379371.8
V0034,Container Ship,LNG,131046.5,0.907,17.15,398.3,Moderate,1025956.1,23.23,1776656.76,4885806.09,1065994.06
V0034,Container Ship,LNG,112526.4,0.958,21.67,412.9,Calm,1817729.2,19.05,1547178.66,4254741.32,928307.2
V0034,Container Ship,LNG,218911.1,0.421,21.7,92.0,Moderate,2627774.0,4.24,744786.52,2048162.93,446871.91
V0034,Container Ship,LNG,181852.4,0.566,20.02,435.6,Calm,1815275.6,21.75,3151840.32,8667560.88,1891104.19
V0034,Container Ship,LNG,38067.0,0.655,18.48,169.3,Calm,513530.1,9.16,344436.65,947200.79,206661.99
V0035,LNG Carrier,HFO,122562.0,0.651,16.56,197.5,Moderate,48239.5,11.93,52729.04,163987.32,29000.97
V0035,LNG Carrier,HFO,95187.6,0.648,14.91,208.4,Moderate,29759.0,13.97,49624.26,154331.45,27293.34
V0035,LNG Carrier,HFO,77970.5,0.903,19.82,403.1,Stormy,68339.9,20.34,114019.56,354600.84,62710.76
V0035,LNG Carrier,HFO,96852.2,0.558,15.02,418.2,Moderate,30148.1,27.84,69205.1,215227.86,38062.81
V0035,LNG Carrier,HFO,68063.0,0.759,17.38,374.5,Calm,37145.6,21.54,92218.37,286799.13,50720.1
V0035,LNG Carrier,HFO,64726.9,0.471,17.07,166.4,Moderate,33167.4,9.74,21894.67,68092.44,12042.07
V0035,LNG Carrier,HFO,122631.0,0.831,15.12,195.5,Moderate,38193.2,12.93,36524.94,113592.56,20088.72
V0035,LNG Carrier,HFO,70940.4,0.924,14.62,499.9,Calm,23540.9,34.18,85600.19,266216.6,47080.11
V0035,LNG Carrier,HFO,124565.0,0.968,14.53,101.3,Stormy,37273.2,6.97,19882.75,61835.35,10935.51
V0035,LNG Carrier,HFO,84861.5,0.939,16.71,237.3,Calm,39727.6,14.2,51453.15,160019.28,28299.23
V0036,Tanker,HFO,35656.6,0.456,13.92,202.6,Moderate,11367.7,14.55,11424.15,35529.1,6283.28
V0036,Tanker,HFO,230841.5,0.621,15.26,111.4,Calm,51920.4,7.3,39442.84,122667.24,21693.56
V0036,Tanker,HFO,106638.8,0.632,10.36,216.0,Calm,9746.9,20.84,11199.59,34830.74,6159.78
V0036,Tanker,HFO,97021.5,0.72,13.76,224.7,Calm,21852.8,16.33,30643.89,95302.5,16854.14
V0036,Tanker,HFO,129188.7,0.946,13.53,484.8,Moderate,27383.1,35.84,99155.56,308373.78,54535.56
V0036,Tanker,HFO,41147.6,0.675,12.57,364.2,Stormy,10249.1,28.97,42728.58,132885.88,23500.72
V0036,Tanker,HFO,179552.5,0.834,10.76,388.2,Moderate,16776.0,36.08,36800.57,114449.78,20240.31
V0036,Tanker,HFO,197960.7,0.921,13.67,389.6,Moderate,37429.1,28.49,102086.88,317490.19,56147.78
V0036,Tanker,HFO,177952.3,0.652,11.3,437.2,Moderate,18559.5,38.69,48630.94,151242.22,26747.02
V0036,Tanker,HFO,118231.5,0.933,14.22,142.0,Calm,28784.1,9.98,25249.01,78524.42,13886.95
V0037,RoRo,HFO,18769.3,0.585,21.78,368.7,Moderate,29083.3,16.93,50465.38,156947.33,27755.96
V0037,RoRo,HFO,11185.7,0.838,19.83,69.4,Calm,15801.5,3.5,3787.54,11779.24,2083.14
V0037,RoRo,HFO,32695.1,0.595,17.77,268.7,Calm,22061.4,15.12,32770.08,101914.94,18023.54
V0037,RoRo,HFO,22934.5,0.447,18.79,454.2,Stormy,21855.5,24.18,49321.24,153389.05,27126.68
V0037,RoRo,HFO,15421.2,0.858,16.82,179.4,Calm,11994.2,10.67,7071.46,21992.25,3889.31
V0037,RoRo,HFO,37577.4,0.448,14.26,80.1,Calm,12083.5,5.62,6319.57,19653.86,3475.76
V0037,RoRo,HFO,39580.9,0.699,15.67,139.2,Moderate,18287.9,8.88,20249.26,62975.18,11137.09
V0037,RoRo,HFO,21302.1,0.814,20.61,112.4,Calm,27144.7,5.45,16008.43,49786.21,8804.64
V0037,RoRo,HFO,21087.1,0.441,18.54,81.1,Calm,18041.1,4.37,9757.41,30345.56,5366.58
V0037,RoRo,HFO,18641.8,0.901,19.79,79.9,Stormy,24616.9,4.04,7821.48,24324.79,4301.81
V0038,Container Ship,HFO,192189.7,0.877,16.35,296.7,Calm,1096938.1,18.15,2987002.18,9289576.79,1642851.2
V0038,Container Ship,HFO,125125.6,0.431,23.89,117.6,Moderate,2421092.0,4.92,1538900.41,4785980.28,846395.23
V0038,Container Ship,HFO,198403.6,0.651,20.65,358.3,Calm,2151907.8,17.35,6061570.11,18851483.04,3333863.56
V0038,Container Ship,HFO,129074.2,0.551,18.62,197.1,Calm,1157770.9,10.58,587846.4,1828202.3,323315.52
V0038,Container Ship,HFO,58488.9,0.816,22.72,321.0,Calm,1315704.2,14.13,1318209.76,4099632.37,725015.37
V0038,Container Ship,HFO,75131.8,0.857,15.51,53.9,Calm,498449.7,3.47,323646.09,1006539.33,178005.35
V0038,Container Ship,HFO,38527.3,0.854,21.48,82.3,Moderate,882254.5,3.83,176930.17,550252.82,97311.59
V0038,Container Ship,HFO,32077.6,0.514,19.95,496.1,Calm,558039.0,24.86,1856395.61,5773390.36,1021017.59
V0038,Container Ship,HFO,135498.6,0.936,19.96,406.5,Moderate,1666003.2,20.36,2232847.36,6944155.3,1228066.05
V0038,Container Ship,HFO,76980.7,0.959,19.56,183.8,Calm,1038197.5,9.4,1329279.1,4134058.01,731103.51
V0039,Bulk Carrier,LNG,86706.0,0.542,12.69,269.2,Calm,20518.9,21.22,28296.83,77816.27,16978.1
V0039,Bulk Carrier,LNG,30779.9,0.859,14.66,105.7,Calm,17008.3,7.21,13451.46,36991.52,8070.88
V0039,Bulk Carrier,LNG,164044.5,0.779,13.63,80.9,Moderate,42655.2,5.93,17813.64,48987.52,10688.19
V0039,Bulk Carrier,LNG,152511.7,0.818,13.59,313.8,Calm,39080.1,23.09,55236.94,151901.59,33142.17
V0039,Bulk Carrier,LNG,114003.5,0.999,13.32,246.7,Moderate,32710.6,18.52,52551.48,144516.57,31530.89
V0039,Bulk Carrier,LNG,52384.8,0.429,12.7,266.6,Moderate,14885.2,21.0,21441.47,58964.04,12864.88
V0039,Bulk Carrier,LNG,113276.5,0.785,12.93,345.8,Moderate,28467.8,26.75,45611.18,125430.74,27366.71
V0039,Bulk Carrier,LNG,119961.7,0.564,12.69,322.8,Calm,25608.2,25.44,42716.7,117470.94,25630.02
V0039,Bulk Carrier,LNG,159678.0,0.533,13.4,90.7,Moderate,37656.2,6.77,12545.56,34500.29,7527.34
V0039,Bulk Carrier,LNG,152390.5,0.668,12.97,316.1,Calm,32829.8,24.38,31173.36,85726.73,18704.01
V0040,Bulk Carrier,HFO,78917.2,0.624,10.25,114.4,Calm,10360.0,11.15,8931.21,27776.06,4912.16
V0040,Bulk Carrier,HFO,100824.5,0.889,11.17,97.6,Calm,16726.7,8.73,13507.65,42008.8,7429.21
V0040,Bulk Carrier,HFO,143600.9,0.975,14.01,99.9,Moderate,44203.6,7.13,30498.36,94849.89,16774.1
V0040,Bulk Carrier,HFO,28151.1,0.731,14.62,447.6,Moderate,16083.6,30.63,53892.46,167605.54,29640.85
V0040,Bulk Carrier,HFO,151112.1,0.97,12.49,65.2,Moderate,32368.7,5.22,18886.92,58738.32,10387.81
V0040,Bulk Carrier,HFO,64351.7,0.719,10.27,473.2,Stormy,10203.4,46.09,43334.82,134771.28,23834.15
V0040,Bulk Carrier,HFO,94016.0,0.54,12.1,103.8,Calm,18770.8,8.58,10242.78,31855.05,5633.53
V0040,Bulk Carrier,HFO,43333.2,0.498,11.13,296.9,Calm,8642.9,26.67,29408.63,91460.85,16174.75
V0040,Bulk Carrier,HFO,78894.9,0.948,13.13,460.5,Calm,23326.1,35.07,85900.0,267148.98,47245.0
V0040,Bulk Carrier,HFO,152654.0,0.814,13.16,329.1,Moderate,36853.0,25.01,77045.86,239612.62,42375.22
V0041,RoRo,LNG,27568.1,0.706,20.25,219.8,Calm,29862.3,10.85,24002.42,66006.67,14401.45
V0041,RoRo,LNG,23109.7,0.625,16.72,162.4,Moderate,15255.9,9.72,13234.75,36395.57,7940.85
V0041,RoRo,LNG,15187.8,0.7,16.56,182.3,Moderate,11390.3,11.01,8742.26,24041.22,5245.36
V0041,RoRo,LNG,38500.1,0.557,16.28,361.7,Calm,18752.1,22.22,39150.1,107662.77,23490.06
V0041,RoRo,LNG,10929.8,0.71,18.94,355.2,Moderate,13725.6,18.75,23537.82,64728.99,14122.69
V0041,RoRo,LNG,21882.0,0.997,14.33,95.0,Moderate,10026.4,6.63,4943.61,13594.94,2966.17
V0041,RoRo,LNG,26727.5,0.772,20.01,422.0,Moderate,29761.2,21.09,42703.3,117434.08,25621.98
V0041,RoRo,LNG,35769.0,0.902,14.98,466.8,Calm,14983.4,31.16,55416.36,152394.98,33249.81
V0041,RoRo,LNG,15838.8,0.5,14.03,250.4,Calm,6549.6,17.84,11394.1,31333.77,6836.46
V0041,RoRo,LNG,22071.1,0.475,20.14,451.9,Moderate,24988.2,22.44,32083.93,88230.81,19250.36
V0042,RoRo,HFO,22205.7,0.8,21.54,477.8,Calm,31748.4,22.18,78028.1,242667.39,42915.46
V0042,RoRo,HFO,32603.8,0.54,14.25,114.9,Moderate,11661.0,8.06,9651.53,30016.27,5308.34
V0042,RoRo,HFO,20536.7,0.864,21.09,418.7,Calm,28679.7,19.85,46341.66,144122.56,25487.91
V0042,RoRo,HFO,24827.8,0.941,15.58,437.4,Moderate,13859.6,28.07,35447.77,110242.55,19496.27
V0042,RoRo,HFO,38787.9,0.653,15.83,469.3,Moderate,18398.0,29.65,55142.2,171492.25,30328.21
V0042,RoRo,HFO,20278.1,0.698,16.31,158.6,Calm,12685.2,9.72,11651.47,36236.07,6408.31
V0042,RoRo,HFO,28904.6,0.526,18.17,242.9,Calm,21362.2,13.37,36923.1,114830.84,20307.71
V0042,RoRo,HFO,15951.5,0.918,19.73,392.0,Moderate,20867.0,19.86,48505.85,150853.2,26678.22
V0042,RoRo,HFO,36448.5,0.908,19.84,409.4,Moderate,36691.2,20.64,120517.96,374810.85,66284.88
V0042,RoRo,HFO,22604.9,0.956,20.51,385.1,Calm,28652.6,18.77,52219.87,162403.78,28720.93
V0043,LNG Carrier,MDO,67416.0,0.636,15.35,428.3,Calm,24762.5,27.89,79499.01,255191.82,55649.31
V0043,LNG Carrier,MDO,94412.7,0.745,18.83,452.8,Calm,58594.9,24.04,76463.46,245447.69,53524.42
V0043,LNG Carrier,MDO,102999.7,0.749,16.68,229.4,Calm,43196.8,13.75,49973.8,160415.9,34981.66
V0043,LNG Carrier,MDO,93050.1,0.88,18.91,385.5,Calm,60408.4,20.39,155841.86,500252.39,109089.31
V0043,LNG Carrier,MDO,70744.5,0.543,17.5,178.4,Moderate,38517.1,10.2,26687.67,85667.43,18681.37
V0043,LNG Carrier,MDO,77858.7,0.925,17.07,476.9,Calm,39821.5,27.94,126761.47,406904.32,88733.03
V0043,LNG Carrier,MDO,121239.6,0.636,15.0,418.8,Calm,34104.0,27.93,95707.62,307221.45,66995.33
V0043,LNG Carrier,MDO,108212.7,0.826,17.2,224.5,Moderate,51680.1,13.06,83360.64,267587.66,58352.45
V0043,LNG Carrier,MDO,122473.9,0.983,15.38,126.7,Moderate,41474.1,8.24,21785.39,69931.1,15249.77
V0043,LNG Carrier,MDO,77476.9,0.702,14.84,437.3,Calm,24871.2,29.47,52939.7,169936.42,37057.79
V0044,Tanker,MDO,165879.5,0.501,14.84,209.9,Calm,37314.8,14.14,30502.08,97911.69,21351.46
V0044,Tanker,MDO,240795.0,0.402,10.82,227.1,Stormy,19899.1,20.98,29609.48,95046.42,20726.63
V0044,Tanker,MDO,177636.6,0.509,12.0,172.4,Calm,20695.0,14.36,27598.54,88591.33,19318.98
V0044,Tanker,MDO,219341.4,0.505,13.45,91.9,Moderate,34822.2,6.83,18917.16,60724.08,13242.01
V0044,Tanker,MDO,124155.4,0.698,14.7,142.8,Calm,31219.9,9.72,24010.24,77072.87,16807.17
V0044,Tanker,MDO,86956.8,0.929,14.34,426.8,Calm,24041.2,29.76,54761.52,175784.48,38333.06
V0044,Tanker,MDO,264163.2,0.792,14.19,353.4,Moderate,49341.4,24.9,82505.87,264843.85,57754.11
V0044,Tanker,MDO,52643.6,0.667,11.89,82.6,Stormy,10205.4,6.94,5703.69,18308.83,3992.58
V0044,Tanker,MDO,256308.0,0.932,15.95,122.8,Moderate,70661.9,7.7,55286.65,177470.15,38700.66
V0044,Tanker,MDO,232374.9,0.556,12.13,341.9,Moderate,26839.7,28.19,66569.31,213687.48,46598.52
V0045,Bulk Carrier,HFO,36531.7,0.815,13.19,208.1,Calm,13762.8,15.78,16748.2,52086.89,9211.51
V0045,Bulk Carrier,HFO,106266.9,0.445,14.67,223.4,Moderate,36963.8,15.23,37196.41,115680.82,20458.02
V0045,Bulk Carrier,HFO,178151.6,0.612,14.23,310.8,Moderate,49480.3,21.84,75796.13,235725.96,41687.87
V0045,Bulk Carrier,HFO,143263.3,0.758,14.99,271.6,Calm,49645.1,18.12,64996.52,202139.17,35748.09
V0045,Bulk Carrier,HFO,59162.4,0.499,11.64,379.0,Calm,12172.1,32.55,34118.15,106107.46,18764.98
V0045,Bulk Carrier,HFO,159718.4,0.735,13.47,68.0,Calm,38514.0,5.05,18029.53,56071.83,9916.24
V0045,Bulk Carrier,HFO,115476.2,0.807,12.17,465.5,Calm,23269.3,38.24,100812.22,313526.0,55446.72
V0045,Bulk Carrier,HFO,172937.7,0.532,14.9,382.6,Calm,52581.1,25.67,101141.07,314548.72,55627.59
V0045,Bulk Carrier,HFO,137816.7,0.896,11.11,253.0,Calm,20274.1,22.78,48395.16,150508.96,26617.34
V0045,Bulk Carrier,HFO,122906.8,0.427,13.25,171.7,Calm,28698.6,12.96,29616.79,92108.21,16289.23
